chart_id,music_id,title,pronunciation,difficulty,play_level,chart_constant,total_note_count,published_at
110,22,命に嫌われている,いのちにきらわれている,master,30,,979,2020-10-05
129,26,劣等上等,れっとうじょうとう,expert,25,,825,2019-06-10
130,26,劣等上等,れっとうじょうとう,master,30,,952,2019-06-10
4136,26,劣等上等,れっとうじょうとう,append,30,,939,2019-06-10
135,27,Just Be Friends,じゃすとびーふれんず,master,28,,989,2020-10-03
139,28,ドクター＝ファンクビート,どくたーふぁんくびーと,expert,27,,984,2019-06-10
140,28,ドクター＝ファンクビート,どくたーふぁんくびーと,master,32,,1198,2019-06-10
179,36,ミラクルペイント,みらくるぺいんと,expert,25,,1300,2020-10-13
180,36,ミラクルペイント,みらくるぺいんと,master,30,,1437,2020-10-13
189,38,ブリキノダンス,ぶりきのだんす,expert,25,,852,2019-06-10
190,38,ブリキノダンス,ぶりきのだんす,master,30,,967,2019-06-10
204,41,スイートマジック,すいーとまじっく,expert,24,,920,2019-06-10
205,41,スイートマジック,すいーとまじっく,master,27,,1224,2019-06-10
4065,41,スイートマジック,すいーとまじっく,append,25,,1126,2019-06-10
214,43,ネクストネスト,ねくすとねすと,expert,27,,983,2019-06-10
215,43,ネクストネスト,ねくすとねすと,master,30,,1131,2019-06-10
220,44,Hand in Hand,はんどいんはんど,master,28,,1072,2020-10-08
4049,44,Hand in Hand,はんどいんはんど,append,28,,1020,2020-10-08
225,45,39みゅーじっく！,さんきゅーみゅーじっく,master,28,,1039,2020-10-16
4125,45,39みゅーじっく！,さんきゅーみゅーじっく,append,27,,1039,2020-10-16
229,46,グリーンライツ・セレナーデ,ぐりーんらいつせれなーで,expert,27,,1034,2020-12-29
230,46,グリーンライツ・セレナーデ,ぐりーんらいつせれなーで,master,31,,1174,2020-12-29
234,47,メルト,めると,expert,25,,1363,2019-06-10
235,47,メルト,めると,master,29,,1586,2019-06-10
239,48,ワールドイズマイン,わーるどいずまいん,expert,24,,1248,2020-10-06
240,48,ワールドイズマイン,わーるどいずまいん,master,29,,1417,2020-10-06
244,49,初音ミクの消失,はつねみくのしょうしつ,expert,30,,1502,2019-06-10
245,49,初音ミクの消失,はつねみくのしょうしつ,master,35,,1666,2019-06-10
250,50,Blessing,ぶれっしんぐ,master,27,,986,2019-06-10
254,51,セカイはまだ始まってすらいない,せかいはまだはじまってすらいない,expert,24,,774,2019-06-10
255,51,セカイはまだ始まってすらいない,せかいはまだはじまってすらいない,master,29,,1027,2019-06-10
259,52,potatoになっていく,ぽてとになっていく,expert,24,,721,2020-11-07
260,52,potatoになっていく,ぽてとになっていく,master,29,,863,2020-11-07
4018,52,potatoになっていく,ぽてとになっていく,append,25,,703,2020-11-07
269,54,Ready Steady,れでぃすてでぃ,expert,25,,564,2019-06-10
270,54,Ready Steady,れでぃすてでぃ,master,29,,667,2019-06-10
274,55,Forward,ふぉわーど,expert,24,,737,2020-12-08
275,55,Forward,ふぉわーど,master,28,,895,2020-12-08
284,57,アイドル新鋭隊,あいどるしんえいたい,expert,24,,754,2019-06-10
285,57,アイドル新鋭隊,あいどるしんえいたい,master,29,,940,2019-06-10
299,60,悔やむと書いてミライ,くやむとかいてみらい,expert,26,,815,2019-06-10
300,60,悔やむと書いてミライ,くやむとかいてみらい,master,30,,973,2019-06-10
304,61,携帯恋話,けいたいれんわ,expert,25,,981,2020-10-15
305,61,携帯恋話,けいたいれんわ,master,29,,1131,2020-10-15
309,62,ジャックポットサッドガール,じゃっくぽっとさっどがーる,expert,26,,647,2020-10-20
310,62,ジャックポットサッドガール,じゃっくぽっとさっどがーる,master,29,,767,2020-10-20
314,63,needLe,にーどる,expert,25,,889,2019-06-10
315,63,needLe,にーどる,master,29,,1029,2019-06-10
319,64,ステラ,すてら,expert,26,,955,2020-10-18
320,64,ステラ,すてら,master,30,,1190,2020-10-18
4003,64,ステラ,すてら,append,31,,1553,2020-10-18
330,66,ハロ／ハワユ,はろはわゆ,master,27,,851,2019-06-10
335,67,自傷無色,じしょうむしょく,master,26,,829,2019-06-10
339,68,ダンスロボットダンス,だんすろぼっとだんす,expert,26,,927,2020-10-07
340,68,ダンスロボットダンス,だんすろぼっとだんす,master,30,,1057,2020-10-07
344,69,フラジール,ふらじーる,expert,24,,863,2019-06-10
345,69,フラジール,ふらじーる,master,28,,1040,2019-06-10
4103,69,フラジール,ふらじーる,append,28,,999,2019-06-10
349,70,メルティランドナイトメア,めるてぃらんどないとめあ,expert,24,,934,2020-10-25
350,70,メルティランドナイトメア,めるてぃらんどないとめあ,master,27,,959,2020-10-25
354,71,ツギハギスタッカート,つぎはぎすたっかーと,expert,24,,854,2019-06-10
355,71,ツギハギスタッカート,つぎはぎすたっかーと,master,28,,861,2019-06-10
359,72,ブレス・ユア・ブレス,ぶれすゆあぶれす,expert,24,,696,2021-01-04
360,72,ブレス・ユア・ブレス,ぶれすゆあぶれす,master,29,,873,2021-01-04
365,73,ニア,にあ,master,27,,841,2020-10-02
370,74,独りんぼエンヴィー,ひとりんぼえんヴぃー,master,26,,589,2020-12-14
375,75,ウミユリ海底譚,うみゆりかいていたん,master,28,,833,2020-12-01
380,76,セカイ,せかい,master,27,,858,2019-06-10
4079,76,セカイ,せかい,append,28,,945,2019-06-10
384,77,ワーワーワールド,わーわーわーるど,expert,24,,789,2019-06-10
385,77,ワーワーワールド,わーわーわーるど,master,29,,960,2019-06-10
4096,77,ワーワーワールド,わーわーわーるど,append,29,,1170,2019-06-10
389,78,ぼうけんのしょがきえました！,ぼうけんのしょがきえました,expert,26,,951,2019-06-10
390,78,ぼうけんのしょがきえました！,ぼうけんのしょがきえました,master,31,,1092,2019-06-10
404,81,夜咄ディセイブ,よばなしでぃせいぶ,expert,26,,1165,2020-10-09
405,81,夜咄ディセイブ,よばなしでぃせいぶ,master,30,,1311,2020-10-09
410,82,alive,あらいぶ,master,27,,1016,2019-06-10
414,83,Gimme×Gimme,ぎみぎみ,expert,26,,842,2020-10-10
415,83,Gimme×Gimme,ぎみぎみ,master,29,,907,2020-10-10
419,84,ジャンキーナイトタウンオーケストラ,じゃんきーないとたうんおーけすとら,expert,26,,1070,2020-10-12
420,84,ジャンキーナイトタウンオーケストラ,じゃんきーないとたうんおーけすとら,master,31,,1374,2020-10-12
424,85,Leia - Remind,れいありまいんど,expert,25,,970,2020-10-19
425,85,Leia - Remind,れいありまいんど,master,29,,1155,2020-10-19
430,86,on the rocks,おんざろっくす,master,27,,1004,2020-10-14
435,87,恋愛裁判,れんあいさいばん,master,28,,1149,2020-12-30
439,88,チュルリラ・チュルリラ・ダッダッダ！,ちゅるりらちゅるりらだっだっだ,expert,26,,1246,2021-01-03
440,88,チュルリラ・チュルリラ・ダッダッダ！,ちゅるりらちゅるりらだっだっだ,master,31,,1401,2021-01-03
445,89,Color of Drops,からーおぶどろっぷす,master,28,,918,2021-01-29
4047,89,Color of Drops,からーおぶどろっぷす,append,26,,1028,2021-01-29
449,90,限りなく灰色へ,かぎりなくはいいろへ,expert,26,,818,2021-02-26
450,90,限りなく灰色へ,かぎりなくはいいろへ,master,31,,849,2021-02-26
454,91,ドラマツルギー,どらまつるぎー,expert,25,,747,2020-12-28
455,91,ドラマツルギー,どらまつるぎー,master,29,,862,2020-12-28
4143,91,ドラマツルギー,どらまつるぎー,append,30,,931,2020-12-28
459,92,乙女解剖,おとめかいぼう,expert,24,,834,2020-11-01
460,92,乙女解剖,おとめかいぼう,master,28,,1002,2020-11-01
464,93,青く駆けろ！,あおくかけろ,expert,24,,919,2020-10-17
465,93,青く駆けろ！,あおくかけろ,master,27,,1048,2020-10-17
4017,93,青く駆けろ！,あおくかけろ,append,30,,1446,2020-10-17
470,94,とても痛い痛がりたい,とてもいたいいたがりたい,master,28,,915,2021-01-05
4112,94,とても痛い痛がりたい,とてもいたいいたがりたい,append,30,,1226,2021-01-05
474,95,威風堂々,いふうどうどう,expert,24,,975,2021-03-15
475,95,威風堂々,いふうどうどう,master,28,,1166,2021-03-15
4016,95,威風堂々,いふうどうどう,append,29,,1269,2021-03-15
479,96,from Y to Y,ふろむわいとぅわい,expert,24,,847,2021-03-22
480,96,from Y to Y,ふろむわいとぅわい,master,27,,982,2021-03-22
484,97,霽れを待つ,はれをまつ,expert,26,,974,2021-01-10
485,97,霽れを待つ,はれをまつ,master,31,,1106,2021-01-10
489,98,ロストワンの号哭,ろすとわんのごうこく,expert,26,,947,2021-10-02
490,98,ロストワンの号哭,ろすとわんのごうこく,master,33,,1157,2021-10-02
494,99,モア！ジャンプ！モア！,もあじゃんぷもあ,expert,26,,1011,2020-11-19
495,99,モア！ジャンプ！モア！,もあじゃんぷもあ,master,31,,1257,2020-11-19
4004,99,モア！ジャンプ！モア！,もあじゃんぷもあ,append,30,,1518,2020-11-19
500,100,ECHO,えこー,master,26,,805,2021-01-02
4098,100,ECHO,えこー,append,29,,1102,2021-01-02
504,101,RAD DOGS,らっどどっぐす,expert,26,,1067,2021-01-31
505,101,RAD DOGS,らっどどっぐす,master,30,,1197,2021-01-31
4106,101,RAD DOGS,らっどどっぐす,append,32,,1335,2021-01-31
509,102,幽霊東京,ゆうれいとうきょう,expert,24,,904,2021-05-03
510,102,幽霊東京,ゆうれいとうきょう,master,27,,1053,2021-05-03
514,103,ニジイロストーリーズ,にじいろすとーりーず,expert,25,,881,2020-12-20
515,103,ニジイロストーリーズ,にじいろすとーりーず,master,29,,1054,2020-12-20
519,104,サンドリヨン 10th Anniversary,さんどりよんてんすあにばーさりー,expert,25,,735,2022-01-01
520,104,サンドリヨン 10th Anniversary,さんどりよんてんすあにばーさりー,master,29,,913,2022-01-01
525,105,ワンスアポンアドリーム,わんすあぽんあどりーむ,master,28,,871,2021-02-28
4081,105,ワンスアポンアドリーム,わんすあぽんあどりーむ,append,28,,1054,2021-02-28
529,106,お気に召すまま,おきにめすまま,expert,24,,808,2021-04-05
530,106,お気に召すまま,おきにめすまま,master,29,,988,2021-04-05
4150,106,お気に召すまま,おきにめすまま,append,30,,1003,2021-04-05
534,107,ミルククラウン・オン・ソーネチカ,みるくくらうんおんそーねちか,expert,26,,1025,2021-02-06
535,107,ミルククラウン・オン・ソーネチカ,みるくくらうんおんそーねちか,master,30,,1226,2021-02-06
4145,107,ミルククラウン・オン・ソーネチカ,みるくくらうんおんそーねちか,append,31,,1495,2021-02-06
540,108,愛されなくても君がいる,あいされなくてもきみがいる,master,27,,1075,2020-11-30
544,109,ヒビカセ,ひびかせ,expert,25,,898,2021-01-18
545,109,ヒビカセ,ひびかせ,master,28,,1019,2021-01-18
549,110,千本桜,せんぼんざくら,expert,26,,1000,2021-01-01
550,110,千本桜,せんぼんざくら,master,32,,1257,2021-01-01
4144,110,千本桜,せんぼんざくら,append,31,,1230,2021-01-01
554,111,カトラリー,かとらりー,expert,25,,686,2021-09-21
555,111,カトラリー,かとらりー,master,29,,806,2021-09-21
559,112,天使のクローバー,てんしのくろーばー,expert,27,,985,2021-03-30
560,112,天使のクローバー,てんしのくろーばー,master,31,,1235,2021-03-30
564,113,ローリンガール,ろーりんがーる,expert,26,,1156,2020-11-14
565,113,ローリンガール,ろーりんがーる,master,31,,1396,2020-11-14
569,114,裏表ラバーズ,うらおもてらばーず,expert,26,,1017,2020-11-21
570,114,裏表ラバーズ,うらおもてらばーず,master,30,,1151,2020-11-21
574,115,アンノウン・マザーグース,あんのうんまざーぐーす,expert,26,,1080,2020-11-23
575,115,アンノウン・マザーグース,あんのうんまざーぐーす,master,30,,1292,2020-11-23
579,116,アイディスマイル,あいでぃすまいる,expert,25,,985,2021-04-19
580,116,アイディスマイル,あいでぃすまいる,master,28,,1247,2021-04-19
4014,116,アイディスマイル,あいでぃすまいる,append,26,,1216,2021-04-19
584,117,ODDS＆ENDS,おっずあんどえんず,expert,24,,739,2020-12-24
585,117,ODDS＆ENDS,おっずあんどえんず,master,29,,921,2020-12-24
589,118,＊ハロー、プラネット。,はろーぷらねっと,expert,24,,931,2020-12-31
590,118,＊ハロー、プラネット。,はろーぷらねっと,master,29,,1076,2020-12-31
594,119,ワールズエンド・ダンスホール,わーるずえんどだんすほーる,expert,26,,957,2021-01-14
595,119,ワールズエンド・ダンスホール,わーるずえんどだんすほーる,master,30,,1044,2021-01-14
599,120,いかないで,いかないで,expert,25,,977,2021-05-28
600,120,いかないで,いかないで,master,29,,1173,2021-05-28
4062,120,いかないで,いかないで,append,27,,1212,2021-05-28
604,121,ロミオとシンデレラ,ろみおとしんでれら,expert,24,,856,2021-06-07
605,121,ロミオとシンデレラ,ろみおとしんでれら,master,28,,1035,2021-06-07
609,122,ポジティブ☆ダンスタイム,ぽじてぃぶだんすたいむ,expert,26,,965,2021-02-19
610,122,ポジティブ☆ダンスタイム,ぽじてぃぶだんすたいむ,master,31,,1154,2021-02-19
615,123,どりーみんチュチュ,どりーみんちゅちゅ,master,27,,1074,2021-04-12
619,124,みくみくにしてあげる♪【してやんよ】,みくみくにしてあげるしてやんよ,expert,24,,739,2021-03-09
620,124,みくみくにしてあげる♪【してやんよ】,みくみくにしてあげるしてやんよ,master,28,,939,2021-03-09
4041,124,みくみくにしてあげる♪【してやんよ】,みくみくにしてあげるしてやんよ,append,29,,1039,2021-03-09
624,125,ボッカデラベリタ,ぼっかでらべりた,expert,25,,884,2021-03-06
625,125,ボッカデラベリタ,ぼっかでらべりた,master,29,,1119,2021-03-06
629,126,シネマ,しねま,expert,24,,616,2021-05-08
630,126,シネマ,しねま,master,29,,800,2021-05-08
4006,126,シネマ,しねま,append,29,,992,2021-05-08
634,127,トンデモワンダーズ,とんでもわんだーず,expert,27,,1122,2021-06-19
635,127,トンデモワンダーズ,とんでもわんだーず,master,32,,1224,2021-06-19
4008,127,トンデモワンダーズ,とんでもわんだーず,append,33,,1631,2021-06-19
639,128,Brand New Day,ぶらんどにゅーでい,expert,28,,1260,2021-02-22
640,128,Brand New Day,ぶらんどにゅーでい,master,32,,1316,2021-02-22
4013,128,Brand New Day,ぶらんどにゅーでい,append,35,,1894,2021-02-22
644,129,ビターチョコデコレーション,びたーちょこでこれーしょん,expert,25,,1059,2021-07-28
645,129,ビターチョコデコレーション,びたーちょこでこれーしょん,master,32,,1377,2021-07-28
649,130,フロムトーキョー,ふろむとーきょー,expert,24,,640,2021-07-07
650,130,フロムトーキョー,ふろむとーきょー,master,28,,814,2021-07-07
654,131,初音ミクの激唱,はつねみくのげきしょう,expert,30,,1520,2021-03-30
655,131,初音ミクの激唱,はつねみくのげきしょう,master,34,,1742,2021-03-30
660,132,「１」,いち,master,27,,814,2021-04-21
4093,132,「１」,いち,append,28,,1001,2021-04-21
664,133,悪魔の踊り方,あくまのおどりかた,expert,26,,792,2021-10-08
665,133,悪魔の踊り方,あくまのおどりかた,master,31,,938,2021-10-08
669,134,テレキャスタービーボーイ,てれきゃすたーびーぼーい,expert,25,,726,2021-10-06
670,134,テレキャスタービーボーイ,てれきゃすたーびーぼーい,master,29,,898,2021-10-06
4009,134,テレキャスタービーボーイ,てれきゃすたーびーぼーい,append,31,,1159,2021-10-06
674,135,六兆年と一夜物語,ろくちょうねんといちやものがたり,expert,29,,1099,2021-07-12
675,135,六兆年と一夜物語,ろくちょうねんといちやものがたり,master,35,,1288,2021-07-12
4141,135,六兆年と一夜物語,ろくちょうねんといちやものがたり,append,35,,1723,2021-07-12
679,136,チルドレンレコード,ちるどれんれこーど,expert,27,,1234,2021-08-23
680,136,チルドレンレコード,ちるどれんれこーど,master,32,,1502,2021-08-23
5369,136,チルドレンレコード,ちるどれんれこーど,append,34,,1627,2021-08-23
684,137,花を唄う,はなをうたう,expert,25,,807,2021-04-26
685,137,花を唄う,はなをうたう,master,30,,878,2021-04-26
689,138,KING,きんぐ,expert,25,,1002,2021-05-17
690,138,KING,きんぐ,master,30,,1251,2021-05-17
4050,138,KING,きんぐ,append,28,,1388,2021-05-17
694,139,夜に駆ける,よるにかける,expert,25,,932,2021-05-01
695,139,夜に駆ける,よるにかける,master,30,,1140,2021-05-01
699,140,アイスドロップ,あいすどろっぷ,expert,24,,704,2021-08-18
700,140,アイスドロップ,あいすどろっぷ,master,27,,802,2021-08-18
704,141,群青讃歌,ぐんじょうさんか,expert,24,,711,2021-09-29
705,141,群青讃歌,ぐんじょうさんか,master,27,,833,2021-09-29
4094,141,群青讃歌,ぐんじょうさんか,append,29,,1254,2021-09-29
710,142,再生,さいせい,master,26,,547,2021-09-29
714,143,トラフィック・ジャム,とらふぃっくじゃむ,expert,24,,896,2021-06-30
715,143,トラフィック・ジャム,とらふぃっくじゃむ,master,28,,1089,2021-06-30
720,144,アイノマテリアル,あいのまてりある,master,26,,814,2021-05-21
724,145,ベノム,べのむ,expert,26,,972,2021-10-04
725,145,ベノム,べのむ,master,29,,1138,2021-10-04
729,146,リモコン,りもこん,expert,24,,903,2022-05-16
730,146,リモコン,りもこん,master,29,,1206,2022-05-16
735,147,からくりピエロ,からくりぴえろ,master,27,,1005,2021-11-29
739,148,ray,れい,expert,24,,978,2021-10-12
740,148,ray,れい,master,26,,1092,2021-10-12
745,149,カナデトモスソラ,かなでともすそら,master,26,,703,2021-06-21
4086,149,カナデトモスソラ,かなでともすそら,append,24,,1020,2021-06-21
749,150,トキヲ・ファンカ,ときをふぁんか,expert,25,,780,2021-10-07
750,150,トキヲ・ファンカ,ときをふぁんか,master,28,,859,2021-10-07
4043,150,トキヲ・ファンカ,ときをふぁんか,append,29,,997,2021-10-07
754,151,泡沫未来,うたかたみらい,expert,25,,750,2021-06-14
755,151,泡沫未来,うたかたみらい,master,30,,903,2021-06-14
4061,151,泡沫未来,うたかたみらい,append,30,,1070,2021-06-14
759,152,だれかの心臓になれたなら,だれかのしんぞうになれたら,expert,25,,811,2021-10-09
760,152,だれかの心臓になれたなら,だれかのしんぞうになれたら,master,29,,1044,2021-10-09
764,153,Miku,みく,expert,24,,990,2022-03-09
765,153,Miku,みく,master,29,,1106,2022-03-09
769,154,地球最後の告白を,ちきゅうさいごのこくはくを,expert,25,,884,2021-07-19
770,154,地球最後の告白を,ちきゅうさいごのこくはくを,master,31,,1164,2021-07-19
4029,154,地球最後の告白を,ちきゅうさいごのこくはくを,append,32,,1643,2021-07-19
775,155,心拍数♯0822,しんぱくすうしゃーぷぜろはちにーにー,master,27,,843,2022-01-24
779,156,Beat Eater,びーといーたー,expert,25,,772,2021-07-09
780,156,Beat Eater,びーといーたー,master,29,,798,2021-07-09
4054,156,Beat Eater,びーといーたー,append,28,,852,2021-07-09
784,157,マシュマリー,ましゅまりー,expert,26,,1123,2021-10-10
785,157,マシュマリー,ましゅまりー,master,29,,1303,2021-10-10
789,158,ナンセンス文学,なんせんすぶんがく,expert,25,,856,2022-02-24
790,158,ナンセンス文学,なんせんすぶんがく,master,29,,1180,2022-02-24
794,159,STAGE OF SEKAI,すてーじおぶせかい,expert,25,,1005,2021-11-18
795,159,STAGE OF SEKAI,すてーじおぶせかい,master,30,,1156,2021-11-18
799,160,ショウタイム・ルーラー,しょうたいむるーらー,expert,25,,819,2021-10-29
800,160,ショウタイム・ルーラー,しょうたいむるーらー,master,31,,1063,2021-10-29
4104,160,ショウタイム・ルーラー,しょうたいむるーらー,append,31,,1163,2021-10-29
804,161,magic number,まじっくなんばー,expert,25,,818,2021-09-01
805,161,magic number,まじっくなんばー,master,30,,988,2021-09-01
809,162,エンドマークに希望と涙を添えて,えんどまーくにきぼうとなみだをそえて,expert,31,,1553,2022-01-08
810,162,エンドマークに希望と涙を添えて,えんどまーくにきぼうとなみだをそえて,master,35,,1948,2022-01-08
814,163,the EmpErroR,じえんぺらー,expert,31,,1223,2022-01-09
815,163,the EmpErroR,じえんぺらー,master,36,,1593,2022-01-09
819,164,Don't Fight The Music,どんとふぁいとざみゅーじっく,expert,30,,1545,2022-01-10
820,164,Don't Fight The Music,どんとふぁいとざみゅーじっく,master,35,,1888,2022-01-10
824,165,そうだった！！,そうだった,expert,27,,1175,2021-08-06
825,165,そうだった！！,そうだった,master,31,,1297,2021-08-06
829,166,Glory Steady Go!,ぐろーりーすてでぃごー,expert,25,,738,2021-08-20
830,166,Glory Steady Go!,ぐろーりーすてでぃごー,master,30,,875,2021-08-20
834,167,オルターエゴ,おるたーえご,expert,26,,1175,2021-11-10
835,167,オルターエゴ,おるたーえご,master,31,,1557,2021-11-10
839,168,ダーリンダンス,だーりんだんす,expert,25,,824,2022-04-25
840,168,ダーリンダンス,だーりんだんす,master,30,,912,2022-04-25
844,169,少女レイ,しょうじょれい,expert,24,,1168,2022-01-02
845,169,少女レイ,しょうじょれい,master,27,,1400,2022-01-02
4066,169,少女レイ,しょうじょれい,append,27,,1300,2022-01-02
849,170,ヴィラン,ヴぃらん,expert,25,,984,2021-12-31
850,170,ヴィラン,ヴぃらん,master,29,,1154,2021-12-31
854,171,カゲロウデイズ,かげろうでいず,expert,27,,1295,2021-08-15
855,171,カゲロウデイズ,かげろうでいず,master,31,,1404,2021-08-15
4068,171,カゲロウデイズ,かげろうでいず,append,33,,1915,2021-08-15
859,172,Happy Halloween,はっぴーはろうぃん,expert,25,,827,2021-10-30
860,172,Happy Halloween,はっぴーはろうぃん,master,31,,987,2021-10-30
4015,172,Happy Halloween,はっぴーはろうぃん,append,26,,832,2021-10-30
864,173,流星のパルス,りゅうせいのぱるす,expert,25,,958,2021-09-10
865,173,流星のパルス,りゅうせいのぱるす,master,31,,1123,2021-09-10
869,174,いーあるふぁんくらぶ,いーあるふぁんくらぶ,expert,24,,863,2022-03-14
870,174,いーあるふぁんくらぶ,いーあるふぁんくらぶ,master,28,,1002,2022-03-14
4071,174,いーあるふぁんくらぶ,いーあるふぁんくらぶ,append,26,,1015,2022-03-14
874,175,拝啓ドッペルゲンガー,はいけいどっぺるげんがー,expert,28,,1368,2021-10-05
875,175,拝啓ドッペルゲンガー,はいけいどっぺるげんがー,master,32,,1654,2021-10-05
879,176,マシンガンポエムドール,ましんがんぽえむどーる,expert,31,,1730,2021-10-03
880,176,マシンガンポエムドール,ましんがんぽえむどーる,master,35,,1819,2021-10-03
884,177,右肩の蝶,みぎかたのちょう,expert,25,,1058,2021-10-11
885,177,右肩の蝶,みぎかたのちょう,master,31,,1315,2021-10-11
889,178,にっこり^^調査隊のテーマ,にっこりちょうさたいのてーま,expert,27,,1026,2022-01-19
890,178,にっこり^^調査隊のテーマ,にっこりちょうさたいのてーま,master,31,,1195,2022-01-19
894,179,炉心融解,ろしんゆうかい,expert,24,,998,2021-10-01
895,179,炉心融解,ろしんゆうかい,master,27,,1167,2021-10-01
899,180,ミライ,みらい,expert,24,,1017,2021-12-29
900,180,ミライ,みらい,master,28,,1281,2021-12-29
904,181,愛して愛して愛して,あいしてあいしてあいして,expert,25,,928,2022-02-07
905,181,愛して愛して愛して,あいしてあいしてあいして,master,28,,1173,2022-02-07
909,182,Flyer!,ふらいやー,expert,24,,861,2022-02-16
910,182,Flyer!,ふらいやー,master,29,,1083,2022-02-16
4074,182,Flyer!,ふらいやー,append,30,,1189,2022-02-16
914,183,フィクサー,ふぃくさー,expert,26,,948,2021-12-28
915,183,フィクサー,ふぃくさー,master,32,,1118,2021-12-28
919,184,"Hello,world!",はろーわーるど,expert,25,,900,2021-10-13
920,184,"Hello,world!",はろーわーるど,master,29,,949,2021-10-13
924,185,しっくおぶはうす！,しっくおぶはうす,expert,26,,1107,2021-10-22
925,185,しっくおぶはうす！,しっくおぶはうす,master,30,,1313,2021-10-22
929,186,初音天地開闢神話,はつねてんちかいびゃくしんわ,expert,28,,1581,2021-11-05
930,186,初音天地開闢神話,はつねてんちかいびゃくしんわ,master,33,,2021,2021-11-05
934,187,ロウワー,ろうわー,expert,26,,780,2021-10-31
935,187,ロウワー,ろうわー,master,31,,850,2021-10-31
4056,187,ロウワー,ろうわー,append,30,,1045,2021-10-31
939,188,心予報,こころよほう,expert,24,,909,2022-03-02
940,188,心予報,こころよほう,master,28,,1060,2022-03-02
4031,188,心予報,こころよほう,append,28,,1318,2022-03-02
945,189,ノマド,のまど,master,26,,592,2022-03-28
4135,189,ノマド,のまど,append,25,,531,2022-03-28
949,190,悪ノ娘,あくのむすめ,expert,24,,609,2021-12-13
950,190,悪ノ娘,あくのむすめ,master,27,,784,2021-12-13
954,191,悪ノ召使,あくのめしつかい,expert,24,,609,2021-12-14
955,191,悪ノ召使,あくのめしつかい,master,27,,784,2021-12-14
960,192,去り人達のワルツ,さりびとたちのわるつ,master,28,,798,2021-12-15
964,193,ワールドワイドワンダー,わーるどわいどわんだー,expert,24,,626,2021-12-10
965,193,ワールドワイドワンダー,わーるどわいどわんだー,master,28,,785,2021-12-10
4076,193,ワールドワイドワンダー,わーるどわいどわんだー,append,29,,817,2021-12-10
970,194,妄想感傷代償連盟,もうそうかんしょうだいしょうれんめい,master,27,,966,2022-05-13
4078,194,妄想感傷代償連盟,もうそうかんしょうだいしょうれんめい,append,26,,1092,2022-05-13
974,195,PaⅢ.SENSATION,ぱっしょねーとすりーどっとせんせーしょん,expert,24,,1032,2022-04-18
975,195,PaⅢ.SENSATION,ぱっしょねーとすりーどっとせんせーしょん,master,29,,1244,2022-04-18
980,196,オーダーメイド,おーだーめいど,master,26,,601,2022-04-28
4128,196,オーダーメイド,おーだーめいど,append,24,,634,2022-04-28
984,197,ラストスコア,らすとすこあ,expert,26,,1050,2021-12-20
985,197,ラストスコア,らすとすこあ,master,30,,1190,2021-12-20
989,198,グッバイ宣言,ぐっばいせんげん,expert,26,,1017,2022-06-13
990,198,グッバイ宣言,ぐっばいせんげん,master,30,,1259,2022-06-13
4042,198,グッバイ宣言,ぐっばいせんげん,append,27,,1233,2022-06-13
994,199,ゴーストルール,ごーすとるーる,expert,27,,1174,2021-12-30
995,199,ゴーストルール,ごーすとるーる,master,33,,1473,2021-12-30
